    0.0000000000E+00    5.0000000000E-01   -9.9849872904E+00   -9.2166764043E-13    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    1.0000000000E-01    5.0000000000E-01   -9.9855760185E+00   -6.8718171052E-03    2.1873673206E+00    2.1873673206E-01    2.1873673206E-02    2.1873673206E-03    2.1873673206E-04    2.1873673206E-05    2.1873673206E-06    2.1873673206E-07    2.1873673206E-08
    2.0000000000E-01    5.0000000000E-01   -9.9873449713E+00   -1.3845219530E-02    2.4628092114E+00    2.7382511022E-01    3.2891348838E-02    4.3909024470E-03    6.5944375734E-04    1.1001507826E-04    1.9815648332E-05    3.7443929343E-06    7.2700491365E-07
    3.0000000000E-01    5.0000000000E-01   -9.9903019631E+00   -2.1027129701E-02    2.5454406097E+00    2.9861452971E-01    4.0328174685E-02    6.6219502010E-03    1.3287580835E-03    3.1080937612E-04    8.0053937689E-05    2.1815879742E-05    6.1484509558E-06
    4.0000000000E-01    5.0000000000E-01   -9.9944579475E+00   -2.8535705688E-02    2.5809218489E+00    3.1280702538E-01    4.6005172953E-02    8.8927495084E-03    2.2370778065E-03    6.7413726531E-04    2.2538509336E-04    7.9948342011E-05    2.9401435864E-05
    5.0000000000E-01    5.0000000000E-01   -9.9998227188E+00   -3.6506855866E-02    2.5995146379E+00    3.2210341989E-01    5.0653370208E-02    1.1216848136E-02    3.3991271201E-03    1.2551619221E-03    5.1589742176E-04    2.2520450621E-04    1.0202951796E-04
    6.0000000000E-01    5.0000000000E-01   -1.0006396762E+01   -4.5100949043E-02    2.6105918586E+00    3.2874975228E-01    5.4641169640E-02    1.3609527795E-02    4.8347349157E-03    2.1165265995E-03    1.0327162282E-03    5.3529579007E-04    2.8808428828E-04
    7.0000000000E-01    5.0000000000E-01   -1.0014156823E+01   -5.4508161688E-02    2.6178182171E+00    3.3380820322E-01    5.8182085302E-02    1.6088168758E-02    6.5697835900E-03    3.3310606715E-03    1.8828900786E-03    1.1304174854E-03    7.0466947498E-04
    8.0000000000E-01    5.0000000000E-01   -1.0023031930E+01   -6.4947767632E-02    2.6228654623E+00    3.3784599942E-01    6.1412322259E-02    1.8672358324E-02    8.6371352423E-03    4.9849419933E-03    3.2059951361E-03    2.1889015313E-03    1.5514567118E-03
    9.0000000000E-01    5.0000000000E-01   -1.0032868215E+01   -7.6649970381E-02    2.6265841703E+00    3.4119283664E-01    6.4424475758E-02    2.1383296473E-02    1.1076979577E-02    7.1808018947E-03    5.1822690473E-03    3.9675480514E-03    3.1522385798E-03
    1.0000000000E+00    5.0000000000E-01   -1.0043391870E+01   -8.9798459071E-02    2.6294425441E+00    3.4405121037E-01    6.7282849487E-02    2.4241670202E-02    1.3935353306E-02    1.0039175623E-02    8.0406427759E-03    6.8259217800E-03    6.0106123084E-03
    1.1000000000E+00    5.0000000000E-01   -1.0054213432E+01   -1.0440908945E-01    2.6317125014E+00    3.4654816344E-01    7.0029497866E-02    2.7262983418E-02    1.7258797844E-02    1.3694964615E-02    1.2062010667E-02    1.1249426460E-02    1.0876467457E-02
